stt,word,pronunciation,meaning,word_type,example,topic,source_url
applaud the speaker / /əˈplɔːd ðə ˈspiːkər/,hoan nghênh diễn giả,phrase,The audience applauded the speaker enthusiastically. (Khán giả hoan nghênh diễn giả một cách nhiệt tình.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
document folder / /ˈdɒkjʊmənt ˈfəʊldər/,bìa tài liệu,phrase,Please put these papers in the document folder. (Xin hãy cho những giấy tờ này vào bìa tài liệu.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
look through microscope / /lʊk θruː ˈmaɪkrəʊskəʊp/,nhìn vào kính hiển vi,phrase,The scientist will look through the microscope to examine the sample. (Nhà khoa học sẽ nhìn vào kính hiển vi để kiểm tra mẫu vật.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
machine lid / /məˈʃiːn lɪd/,nắp đậy máy,phrase,Make sure to close the machine lid properly. (Hãy đảm bảo đóng nắp đậy máy đúng cách.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
speak into microphone / /spiːk ˈɪntə ˈmaɪkrəʊfəʊn/,nói qua micro,phrase,Speak clearly into the microphone for everyone to hear. (Hãy nói rõ vào micro để mọi người nghe thấy.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
make photocopies / /meɪk ˈfəʊtəʊkɒpiz/,sao chép lại,phrase,I need to make photocopies of this document. (Tôi cần sao chép lại tài liệu này.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
adjust equipment / /əˈdʒʌst ɪˈkwɪpmənt/,điều chỉnh thiết bị,phrase,You need to adjust the equipment before starting the experiment. (Bạn cần điều chỉnh thiết bị trước khi bắt đầu thí nghiệm.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
wear protective glasses / /wɛər prəˈtɛktɪv ˈɡlɑːsɪz/,đeo kính bảo hộ,phrase,Always wear protective glasses when working with chemicals. (Luôn đeo kính bảo hộ khi làm việc với hóa chất.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
doorway / /ˈdɔːrweɪ/,cửa ra vào,noun,"He stood in the doorway, waiting. (Anh ấy đứng ở cửa ra vào, chờ đợi.)",,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
look through report / /lʊk θruː rɪˈpɔːrt/,đọc kỹ bản báo cáo,phrase,Please look through this report and give me your feedback. (Xin hãy đọc kỹ bản báo cáo này và cho tôi ý kiến phản hồi.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
stare at screen / /stɛər æt skriːn/,nhìn chăm chú vào màn hình,phrase,He was staring at the screen for hours. (Anh ấy đã nhìn chăm chú vào màn hình hàng giờ.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
be seated at workstation / /bi ˈsiːtɪd æt ˈwɜːrksteɪʃən/,ngồi ở phòng làm việc,phrase,"She is seated at her workstation, completing her tasks. (Cô ấy đang ngồi ở phòng làm việc, hoàn thành các nhiệm vụ của mình.)",,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
sort through paperwork / /sɔːrt θruː ˈpeɪpərˌwɜːrk/,sắp xếp tài liệu,phrase,I need to sort through this paperwork before the end of the day. (Tôi cần sắp xếp tài liệu này trước cuối ngày.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
reach for knob / /riːtʃ fɔːr nɒb/,với tới quả đấm cửa,phrase,He reached for the knob to open the door. (Anh ấy với tới quả đấm cửa để mở cửa.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
hold receiver to ear / /həʊld rɪˈsiːvər tuː ɪər/,giữ ống nghe sát tai,phrase,Please hold the receiver to your ear so you can hear better. (Xin hãy giữ ống nghe sát tai để bạn có thể nghe rõ hơn.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
wave in breeze / /weɪv ɪn briːz/,lay động trong gió,phrase,The flag waved in the breeze. (Lá cờ lay động trong gió.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
rest outdoors / /rest ˈaʊtdɔːrz/,nghỉ ngoài trời,phrase,It's nice to rest outdoors on a sunny day. (Thật tuyệt khi nghỉ ngơi ngoài trời vào một ngày nắng đẹp.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
extend over hill / /ɪkˈstɛnd ˈəʊvər hɪl/,trải dài đến bên kia đồi,phrase,The valley extends over the hill. (Thung lũng trải dài đến bên kia đồi.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
upside-down / /ˌʌpsaɪd ˈdaʊn/,lộn ngược,adverb,The picture was hanging upside-down. (Bức tranh bị treo lộn ngược.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
be positioned / /biː pəˈzɪʃənd/,được đặt vào,phrase,The statue is positioned in the center of the plaza. (Bức tượng được đặt vào giữa quảng trường.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
walk toward archway / /wɔːk təˈwɔːrdz ˈɑːrtʃweɪ/,bước theo lối đi có mái vòm,phrase,They walked toward the archway leading into the garden. (Họ bước theo lối đi có mái vòm dẫn vào khu vườn.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
admire sculptures / /ədˈmaɪər ˈskʌlptʃərz/,thưởng thức các tác phẩm điêu khắc,phrase,Visitors enjoyed admiring the sculptures in the museum. (Du khách thích thú thưởng thức các tác phẩm điêu khắc trong bảo tàng.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
hilltop / /ˈhɪltɒp/,đỉnh đồi,noun,They sat on the hilltop to watch the sunset. (Họ ngồi trên đỉnh đồi để ngắm hoàng hôn.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
be seated in a row / /biː ˈsiːtɪd ɪn ə rəʊ/,ngồi thẳng hàng,phrase,"The students were seated in a row, facing the teacher. (Các học sinh ngồi thẳng hàng, đối diện với giáo viên.)",,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
water plants / /ˈwɔːtər plɑːnts/,tưới nước cho cây,phrase,Don't forget to water the plants while I'm away. (Đừng quên tưới nước cho cây khi tôi đi vắng.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
being seated with legs crossed / /ˈbiːɪŋ ˈsiːtɪd wɪð lɛɡz krɒst/,ngồi bắt chéo chân,phrase,"He was being seated with his legs crossed, looking relaxed. (Anh ấy đang ngồi bắt chéo chân, trông thật thư thái.)",,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
spray water into air / /spreɪ ˈwɔːtər ˈɪntuː ɛər/,xịt nước vào không khí,phrase,The fountain sprayed water into the air. (Đài phun nước xịt nước vào không khí.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
grassy area / /ˈɡrɑːsi ˈɛəriə/,khu vực phủ đầy cỏ,phrase,Children were playing in the grassy area. (Trẻ em đang chơi đùa trong khu vực phủ đầy cỏ.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
hold fishing pole / /həʊld ˈfɪʃɪŋ pəʊl/,cầm cần câu,phrase,"He was holding a fishing pole, waiting for a bite. (Anh ấy đang cầm một cái cần câu, chờ đợi cá cắn câu.)",,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
row boat / /rəʊ bəʊt/,chèo thuyền,phrase,They decided to row the boat across the lake. (Họ quyết định chèo thuyền qua hồ.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
in opposite direction / /ɪn ˈɒpəzɪt dɪˈrɛkʃən/,ở hướng ngược lại,phrase,The two cars were moving in opposite directions. (Hai chiếc xe đang di chuyển theo hướng ngược lại.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
be reflected into water / /biː rɪˈflɛktɪd ˈɪntuː ˈwɔːtər/,phản chiếu qua mặt nước,phrase,The mountains were beautifully reflected into the clear water. (Những ngọn núi được phản chiếu đẹp đẽ qua mặt nước trong xanh.),,Sửa từXóa từ,TOEIC Part 1: Chủ đề Nơi làm việc,https://luyentu.com/words
junior staff / /ˈdʒuːnjər stæf/,nhân viên tập sự,phrase,The junior staff is still learning the ropes.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
transfer / /ˈtrænsfər/,sự thuyên chuyển,noun,She requested a transfer to a different department.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
be short-staffed / /bi bɪ ˈʃɔːrt stæft/,thiếu nhân viên,phrase,The hospital will be short-staffed during the holidays.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
supervisor / /ˈsuːpərvaɪzər/,giám sát viên,noun,My supervisor approved my vacation request.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
boss / /bɒs/,ông chủ,noun,My boss is very demanding.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
sales representative / /ˈseɪlz ˌreprəˈzentətɪv/,nhân viên bán hàng,phrase,The sales representative visited our office yesterday.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
technician / /tɛkˈnɪʃən/,nhân viên kỹ thuật,noun,A technician will come to fix the internet.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
security officer / /sɪˈkjʊərɪti ˈɒfɪsər/,nhân viên an ninh,phrase,The security officer checked everyone's bags.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
administrative assistant / /ədˈmɪnɪstrətɪv əˈsɪstənt/,trợ lý giám đốc,phrase,The administrative assistant manages the office schedule.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
store clerk / /stɔːr klɜːrk/,nhân viên bán hàng,phrase,The store clerk helped me find what I was looking for.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
personnel / /ˌpɜːrsəˈnɛl/,nhân sự,noun,The company is hiring new personnel.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
salesperson / /ˈseɪlzˌpɜːrsən/,nhân viên bán hàng,noun,She is a very successful salesperson.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
crew / /kruː/,"ban, nhóm, đội (công tác)",noun,The film crew arrived early.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
coworker / /ˈkoʊwɜːrkər/,đồng nghiệp,noun,I have a great relationship with my coworker.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
colleague / /ˈkɒliːɡ/,đồng nghiệp,noun,He discussed the project with his colleague.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
plumber / /ˈplʌmər/,thợ sửa ống nước,noun,We need to call a plumber for the leaky faucet.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
receptionist / /rɪˈsɛpʃənɪst/,nhân viên tiếp tân,noun,The receptionist greeted us warmly.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
automatic mechanic / /ˌɔːtəˈmætɪk məˈkænɪk/,thợ sửa xe hơi,phrase,The automatic mechanic repaired the transmission.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề nhân sự,https://luyentu.com/words
fill out an application / /fɪl aʊt ən ˌæplɪˈkeɪʃn/,điền đơn xin việc,phrase,Please fill out an application form before your interview.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
cover letter / /ˈkʌvər ˈlɛtər/,thư xin việc,noun,She attached a well-written cover letter to her resume.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
candidate / /ˈkændɪdeɪt/,"người dự tuyển, ứng viên",noun,The company is interviewing several candidates for the position.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
qualifications / /ˌkwɒlɪfɪˈkeɪʃnz/,trình độ chuyên môn,noun,His qualifications are excellent for this role.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
certificate / /sərˈtɪfɪkɪt/,"bằng cấp, giấy chứng nhận",noun,You will receive a certificate upon completion of the course.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
company policy / /ˈkʌmpəni ˈpɒləsi/,chính sách công ty,noun,Employees must adhere to the company policy on social media.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
be entitled to do / /bi ɪnˈtaɪtld tu du/,có quyền (làm gì),phrase,All employees be entitled to paid vacation.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
replacement / /rɪˈpleɪsmənt/,người thay thế,noun,We are looking for a suitable replacement for the retiring manager.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
annual salary / /ˈænjuəl ˈsæləri/,lương hàng năm,noun,The annual salary for this position is very competitive.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
vacancy / /ˈveɪkənsi/,chỗ trống,noun,There is a vacancy in the marketing department.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
workplace / /ˈwɜːrkpleɪs/,nơi làm việc,noun,A clean and safe workplace is important for everyone.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
working conditions / /ˈwɜːrkɪŋ kənˈdɪʃnz/,điều kiện làm việc,noun,The company offers excellent working conditions.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
reception desk / /rɪˈsepʃn dɛsk/,bàn lễ tân,noun,Please report to the reception desk upon arrival.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
minimum requirements / /ˈmɪnɪməm rɪˈkwaɪərmənts/,điều kiện tối thiểu,noun,Meeting the minimum requirements is essential for this job.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
narrow down the applicants / /ˈnæroʊ daʊn ði ˈæplɪkənts/,tuyển chọn ứng viên,phrase,We will narrow down the applicants to a shortlist of three.,,Sửa từXóa từ,TOEIC Part 3: Chủ đề Phỏng vấn,https://luyentu.com/words
float in the water / /floʊt ɪn ðə ˈwɔːtər/,nổi trên mặt nước,phrase,The boat will float in the water.,,Sửa từXóa từ,"TOEIC Part 1: Chủ đề Giao thông, Công trường",https://luyentu.com/words
pedestrian / /pəˈdɛstriən/,người đi bộ,noun,Pedestrians must use the crosswalk.,,Sửa từXóa từ,"TOEIC Part 1: Chủ đề Giao thông, Công trường",https://luyentu.com/words
be packed / /bi pækt/,bị nhét đầy bởi,phrase,The suitcase was packed full.,,Sửa từXóa từ,"TOEIC Part 1: Chủ đề Giao thông, Công trường",https://luyentu.com/words
be parked on the ground / /bi pɑːrkt ɒn ðə ɡraʊnd/,đậu xe trên mặt đất,phrase,The car is parked on the ground.,,Sửa từXóa từ,"TOEIC Part 1: Chủ đề Giao thông, Công trường",https://luyentu.com/words
be lined up in rows / /bi laɪnd ʌp ɪn roʊz/,xếp thẳng hàng,phrase,The chairs were lined up in rows.,,Sửa từXóa từ,"TOEIC Part 1: Chủ đề Giao thông, Công trường",https://luyentu.com/words
